parent,H3K36me3_4h_ab_R1-foldchange,H3K36me3_4h_ab_R2-foldchange,H3K36me3_4h_ab_R3-foldchange,H3K4me2_4h_ab_R1-foldchange,H3K4me2_4h_ab_R2-foldchange,H3K4me2_4h_ab_R3-foldchange,H3K36me3_mean_fold_change,H3K36me3_stdev,H3K4me2_4h_ab_mean_fold_change,H3K4me2_4h_ab_stdev
YJR138W,1.8050842069591047,4.2094568120186,1.692444881636222,1.824792707022566,1.7992047967659797,2.0114710979074557,2.568995300204642,1.1608925828027044,1.878489533898667,0.09461063211039385
YKL122C,2.8709725866536653,3.08187512584863,2.9330266273301264,1.863877739159467,1.3880027573581042,1.3264632419134434,2.961958113277474,0.08849762113210376,1.5261145794770048,0.24015237110259977
YLL031C,4.369991918993017,7.864274636032365,5.345798744896851,2.8947537559261027,1.8814119082478313,2.4736275936237795,5.860021766640744,1.472146259427266,2.416597752599238,0.415655889039212
YLR114C,1.9069211430604949,5.040194631812875,3.7412836371338036,2.8078401359764413,1.8134947246264232,1.7924747843113888,3.5627998040023914,1.2853645521398693,2.137936548304751,0.4737710924446273
YLR259C,2.117723511448814,4.268920855342674,2.3209340125993183,2.128945349990135,1.4907741225549098,1.869041174707261,2.902526126463602,0.9697420768004392,1.8295868824174353,0.2620217672466847
YLR260W,1.842108976692337,1.8920319698849695,2.1280293327058812,0.9320869671171551,0.78377750232414,0.6197316955641112,1.9540567597610625,0.12469407474591053,0.7785320550018021,0.1275724368217328
YLR274W,1.6010369010771752,1.9091459666440285,1.3151921186703366,1.2081618484116368,1.1430028939033896,1.2311341539854272,1.60845832879718,0.24253742195482786,1.1940996321001511,0.037328176994554645
YML111W,4.715170838113462,8.931872675976509,5.815504675796562,2.7274679429303044,2.1314760652354856,1.559642308687682,6.487516063295511,1.7858411792123057,2.1395287722844905,0.47679682085535385
YML075C,1.8361915772468647,4.676700259562508,4.002448294065522,1.8172303050456111,1.2965815888318897,0.9662507066385756,3.5051133769582985,1.2117835088299052,1.3600208668386922,0.35029509057533015
YMR100W,1.3073536511720838,2.142718175132228,1.3756625757580783,1.0456760807230208,1.2384329987285088,0.6721389892088823,1.6085781340207967,0.3787221628348104,0.985416022886804,0.23508251350291434
YMR122W-A,1.1723186994411057,0.953665065150866,0.9242912711479597,1.164121135753982,1.6842626004682355,1.507672022135995,1.0167583452466438,0.11064951511073487,1.4520185861194042,0.21596259635117657
YMR208W,1.3309833807232412,1.6451471689372308,1.5921270282688849,1.2868057012454883,1.5570415524315944,1.1779586342633177,1.5227525259764523,0.13731797074062127,1.3406019626468002,0.15936643941414344
YNL305C,1.7710249059106213,2.2433070816289407,1.3056723666385504,2.1355557706443977,0.9770667153681966,1.0056960937758785,1.7733347847260372,0.3827912541180324,1.3727728599294908,0.5394955897169329
YNL015W,1.0408941522202153,1.3324028859194843,1.58234577160055,1.505017748122816,1.397589099695772,1.591063182101444,1.3185476032467498,0.22126370492522074,1.497890009973344,0.0791461038376696
YNR017W,1.0696032703931473,2.963180731622367,2.718381072750486,1.8058552749533954,1.629431237811331,4.1222176555841585,2.2503883582553335,0.8409010191591042,2.519168056116295,1.1358131812306502
YOL135C,1.1603143380958596,1.898856813883812,2.48923443557483,2.5141151010570426,1.6566443953801606,1.4226046183805463,1.8494685291848338,0.5436521917365977,1.8644547049392497,0.4692104197602982
YOL103W,1.5226694899558384,3.002059268936484,2.635017833439238,1.5272253342456357,0.984610644752001,0.8318646247486194,2.3865821974438535,0.6289879322967566,1.1145668679154188,0.29838241015205463
YOL100W,3.3478339623093425,5.257139782898788,4.557108407450153,1.2524865930810658,1.0632202512972082,1.6262238685395836,4.387360717552761,0.7886583070013315,1.3139769043059524,0.2339217277038053
YOL002C,1.1953603287397965,1.054208973045297,1.527582589003066,2.707476140053662,1.1749652276819367,1.007289269824663,1.2590506302627198,0.19843216465128838,1.6299102125200873,0.7650228985012187
YOR020W-A,3.11424084372298,6.633010564320583,3.876034289668707,3.1237066639051765,2.2333172802976544,2.465207978690426,4.541095232570757,1.5115476902784015,2.607410640964419,0.3771511734734533
YOR076C,1.9880159710334484,1.4750627397262388,1.6859299628578128,2.2932490980616707,1.4404170906932647,1.1569026897740684,1.7163362245391667,0.2105131190515263,1.6301896261763347,0.4829292572933005
YOR246C,1.3646906885882963,0.9657208286125453,2.0583635766551156,2.0933335795170223,1.2633442277043523,1.4151835596268787,1.4629250312853188,0.4514454808548071,1.5906204556160846,0.3608362134324007
YOR290C,2.1931634238031927,2.2999753550781676,1.9388705932703416,1.257175287399671,1.0691355768691018,0.918203488656219,2.1440031240505673,0.15146333671639853,1.0815047843083307,0.1386607804568373
YOR320C,2.5475470979785326,4.054090632926381,2.5603521475882927,1.3606739101472887,1.4899253143457674,1.265935046636086,3.053996626164402,0.7071925758918377,1.3721780903763807,0.09180475524801267
YOR321W,2.1396362671022713,2.960841488698563,2.136762653743388,1.6294977963247996,1.0586028699984618,1.1947557572416398,2.412413469848074,0.387798945596502,1.2942854745216337,0.24346098618692527
YOR350C,5.109396029824826,13.096704786423645,1.7478413704726845,2.5401365581098534,2.0475266794954474,1.7539220144308791,6.6513140622403855,4.759713480346881,2.1138617506787267,0.3243800070131249
YOR352W,2.279955698449227,3.157174411251647,1.9198911088396564,1.7725134475710398,1.5876809093399067,1.355450266630292,2.4523404061801766,0.5196183587990286,1.5718815411804128,0.17063145323529527
YOR354C,1.8298167598941182,1.745166435149457,2.480150452202398,1.661077343246718,1.6418763167526451,1.7684741831094821,2.0183778824153245,0.32834620857225527,1.6904759477029483,0.055707350798653174
YPL274W,1.080007281670692,1.0912354914087192,1.6207906172824176,1.6112901888135707,1.1906381852766232,1.6410079122135979,1.2640111301206096,0.2523228355606659,1.480978762101264,0.20565995183663238
YPL163C,0.8881613691747456,0.8099760673626257,0.3823819316085546,1.1166217635855418,1.0764482910152202,1.1462539408412398,0.693506456048642,0.22230172834223305,1.113107998480667,0.028606142648242426
YPL160W,2.71781548871591,4.009276507510837,2.29230596510832,1.2828774465250103,1.4909300463775934,1.0934840553111085,3.0064659871116888,0.7300622318394493,1.289097182737904,0.16231624028959352
YPL152W,1.9696737815902463,3.123704967603217,2.4609999343674303,1.3691864101561781,1.3362447346437702,1.4448116403687556,2.518126227853631,0.47285977810779506,1.3834142617229013,0.0454497310210449
YPL120W,1.7865195353780696,2.1754696734923376,1.3700297670158565,1.1935713926078193,1.0128706978468063,1.0117662618015102,1.7773396586287546,0.3288835288660309,1.072736117418712,0.08544463213982498
YPL088W,4.886467151924613,6.21802033566091,1.4787533650859392,1.4638633903876217,3.07517012861851,3.2550639988749137,4.194413617557154,1.995723164739803,2.5980325059603486,0.805334356309321
YPR013C,1.2804502039306296,1.2138399636967387,0.9745591212716943,1.5673890669326407,0.9379790997269956,0.7475932206955294,1.1562830962996875,0.1313441620349256,1.084320462451722,0.3503123874582064
YPR029C,3.1313055107037178,7.318433150209214,3.0555652829255395,2.2594670953846308,1.658022738441484,1.4391210947055761,4.50176798127949,1.991923049203525,1.7855369761772302,0.34683021862435437
YPR164W,2.860934289983461,2.5834946812981454,2.694098321615848,0.7968408251033802,0.5852980953456247,0.7459893089907738,2.712842430965818,0.1140371002301678,0.7093760764799262,0.09015903809199508
YCL057C-A,1.0312380650231079,2.731946265007804,1.325853555411262,1.6375068281554148,0.9969488955906969,1.3755632384288736,1.696345961814058,0.7420918913339494,1.3366729873916618,0.2629486070980404
YLR115W,1.5655495101875327,3.3980428747437355,1.1856955218347902,1.2042231658406353,0.9623085642752318,0.8730254766008949,2.0497626355886864,0.965907851225595,1.013185735572254,0.13991507485811006
YLR325C,1.1485480470864569,1.129698517503647,1.1219279424475608,1.5654675428631721,1.1733192370173053,1.0279455705129488,1.1333915023458883,0.011176943396421403,1.255577450131142,0.22702023097561094
