YAL003W	145313.0
YAL005C	144653.0
YAL007C	141583.0
YAL008W	140029.0
YAL009W	138992.0
YAL010C	138873.0
YAL011W	135358.0
YAL012W	133898.0
YAL013W	132399.0
YAL014C	132235.0
YAL015C	131266.0
YAL016W	127944.0
YAL017W	123020.0
YAL018C	122769.0
YAL019W	117971.0
YAL020C	117781.0
YAL021C	116565.0
YAL022C	113611.0
YAL023C	111817.0
YAL024C	109132.0
YAL025C	104330.0
YAL026C	102944.0
YAL027W	97768.0
YAL028W	96010.0
YAL030W	90425.0
YAL031C	90239.0
YAL032C	87654.0
YAL033W	85848.0
YAL034C	85157.0
YAL034W-A	82849.0
YAL035W	79566.0
YAL036C	79349.0
YAL038W	74928.0
YAL039C	72745.0
YAL040C	71027.0
YAL041W	65954.0
YAL042W	64467.0
YAL043C	64256.0
YAL044C	61656.0
YAL044W-A	60697.0
YAL046C	60595.0
YAL047C	60066.0
YAL048C	57970.0
YAL049C	55841.0
YAL051W	51719.0
YAL053W	48985.0
YAL054C	48250.0
YAL055W	45331.0
YAL056W	42384.0
YAL058W	40591.0
YAL059W	39743.0
YAL060W	38312.0
YAL061W	36539.0
YAL062W	34698.0
YAL067C	212093.0
YAR002C-A	157905.0
YAR002W	155380.0
YAR003W	158085.0
YAR007C	161826.0
YAR008W	162029.0
YAR014C	166254.0
YAR015W	166505.0
YAR018C	168952.0
YAR019C	172413.0
YAR023C	177326.0
YAR027W	186496.0
YAR028W	187646.0
YAR033W	190862.0
YAR035W	192918.0
YAR042W	195345.0
YAR066W	15322.0
YBL001C	251086.0
YBL002W	250066.0
YBL003C	249428.0
YBL005W	236263.0
YBL006C	236015.0
YBL007C	235273.0
YBL008W	228451.0
YBL009W	226013.0
YBL010C	225823.0
YBL011W	222294.0
YBL013W	220893.0
YBL014C	220634.0
YBL015W	212228.0
YBL017C	209947.0
YBL018C	204700.0
YBL019W	202538.0
YBL020W	200504.0
YBL021C	200311.0
YBL023C	195854.0
YBL024W	190703.0
YBL025W	189611.0
YBL026W	188745.0
YBL028C	186094.0
YBL029C-A	183020.0
YBL029W	184312.0
YBL030C	182312.0
YBL031W	179863.0
YBL032W	178289.0
YBL033C	177916.0
YBL034C	176646.0
YBL035C	171883.0
YBL037W	165301.0
YBL038W	164314.0
YBL039C	163981.0
YBL039W-B	161464.0
YBL040C	161093.0
YBL041W	159377.0
YBL042C	158507.0
YBL043W	154748.0
YBL045C	153897.0
YBL046W	150591.0
YBL047C	150376.0
YBL049W	144789.0
YBL050W	143219.0
YBL051C	142999.0
YBL052C	140320.0
YBL054W	135653.0
YBL055C	135008.0
YBL056W	131810.0
YBL057C	131631.0
YBL058W	129590.0
YBL059C-A	128754.0
YBL060W	126068.0
YBL061C	125699.0
YBL063W	120062.0
YBL064C	119370.0
YBL066C	118336.0
YBL067C	114331.0
YBL068W	110549.0
YBL069W	108819.0
YBL071W-A	108127.0
YBL072C	107317.0
YBL074C	106244.0
YBL075C	104653.0
YBL076C	102463.0
YBL078C	98940.0
YBL079W	93393.0
YBL080C	92934.0
YBL082C	89345.0
YBL084C	87741.0
YBL085W	82041.0
YBL086C	80890.0
YBL088C	77790.0
YBL089W	67773.0
YBL090W	67009.0
YBL091C	66865.0
YBL091C-A	65408.0
YBL092W	63800.0
YBL093C	63216.0
YBL095W	61479.0
YBL097W	58994.0
YBL098W	57336.0
YBL099W	54977.0
YBL101C	52844.0
YBL102W	48553.0
YBL103C	48375.0
YBL104C	45880.0
YBL105C	42524.0
YBL107C	35114.0
YBR001C	255038.0
YBR002C	256195.0
YBR003W	256384.0
YBR004C	259290.0
YBR005W	259426.0
YBR006W	260489.0
YBR007C	264584.0
YBR008C	268040.0
YBR009C	269327.0
YBR010W	269911.0
YBR011C	271614.0
YBR014C	275101.0
YBR015C	277282.0
YBR016W	277889.0
YBR017C	281446.0
YBR021W	289053.0
YBR022W	291345.0
YBR023C	295738.0
YBR024W	297005.0
YBR025C	299565.0
YBR026C	301748.0
YBR028C	303728.0
YBR029C	305489.0
